,,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
16-11-2020,7691,3.26,3.35,3.35,14.91,51.21,14.91,14.91,51.21,1.76,1.76,1.76,3.35,3.35,3.35,,,,,,,,
16-11-2020,7692,3.2,3.47,3.47,10.91,51.36,10.91,10.91,51.36,1.75,1.75,1.75,3.47,3.47,3.47,,,,,,,,
16-11-2020,7693,3.41,3.61,3.61,12.3,55.67,12.3,12.3,55.67,1.75,1.75,1.75,3.61,3.61,3.61,,,,,,,,
16-11-2020,7694,3.39,3.79,3.79,12.47,54.7,12.47,12.47,54.7,1.72,1.72,1.72,3.79,3.79,3.79,,,,,,,,
16-11-2020,7695,3.45,3.8,3.8,14.92,45.67,14.92,14.92,45.67,1.73,1.73,1.73,3.8,3.8,3.8,,,,,,,,
16-11-2020,7696,3.48,3.87,3.87,19.08,57.33,19.08,19.08,57.33,1.73,1.73,1.73,3.87,3.87,3.87,,,,,,,,
16-11-2020,7697,3.57,3.89,3.89,40.07,57.39,40.07,40.07,57.39,1.76,1.76,1.76,3.89,3.89,3.89,,,,,,,,
16-11-2020,7698,3.91,3.76,3.76,44.87,58.21,44.87,44.87,58.21,1.78,1.78,1.78,3.76,3.76,3.76,,,,,,,,
16-11-2020,7699,3.95,3.49,3.49,46.61,60.11,46.61,46.61,60.11,1.77,1.77,1.77,3.49,3.49,3.49,,,,,,,,
16-11-2020,7700,3.66,3.61,3.61,45.92,57.32,45.92,45.92,57.32,1.66,1.66,1.66,3.61,3.61,3.61,,,,,,,,
16-11-2020,7701,3.03,3.45,3.45,10.96,54.7,10.96,10.96,54.7,1.54,1.54,1.54,3.45,3.45,3.45,,,,,,,,
16-11-2020,7702,2.39,3.51,3.51,4.27,40.05,4.27,4.27,40.05,1.51,1.51,1.51,3.51,3.51,3.51,,,,,,,,
16-11-2020,7703,2.24,3.12,3.12,3.12,33.81,3.68,3.12,33.81,1.64,1.64,1.64,3.12,3.12,3.12,,,,,,,,
16-11-2020,7704,1.94,2.42,2.42,2.42,19,2.91,2.42,19,1.53,1.53,1.53,2.42,2.42,2.42,,,,,,,,
16-11-2020,7705,1.59,1.87,1.87,1.87,1.87,1.87,1.87,1.87,1.49,1.49,1.49,1.87,1.87,1.87,,,,,,,,
17-11-2020,7706,1.43,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.41,1.41,1.41,1.69,1.69,1.69,,,,,,,,
17-11-2020,7707,1.4,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,,,,,,,,
17-11-2020,7708,1.39,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,,,,,,,,
17-11-2020,7709,1.41,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.33,1.33,1.33,1.45,1.45,1.45,,,,,,,,
17-11-2020,7710,1.45,2.1,2.1,2.1,2.1,2.1,2.1,2.1,1.37,1.37,1.37,2.1,2.1,2.1,,,,,,,,
17-11-2020,7711,1.53,3.12,3.12,3.12,29.57,4.04,3.12,29.57,1.4,1.4,1.4,3.12,3.12,3.12,,,,,,,,
17-11-2020,7712,1.83,3.69,3.69,3.69,54.89,13.93,5.3,54.89,1.42,1.42,1.42,3.69,3.69,3.69,,,,,,,,
17-11-2020,7713,3.14,3.79,3.79,14.98,51.86,14.98,20,51.86,1.46,1.46,1.46,3.79,3.79,3.79,,,,,,,,
17-11-2020,7714,3.37,3.97,3.97,41.71,60.18,41.71,1.45,60.18,1.45,1.45,1.45,3.97,3.97,3.97,,,,,,,,
17-11-2020,7715,3.07,4.15,4.15,15.27,55.58,15.27,1.43,55.58,1.43,1.43,1.43,4.15,4.15,4.15,,,,,,,,
17-11-2020,7716,2.89,4.15,4.15,15.78,60.27,15.78,1.42,60.27,1.42,1.42,1.42,4.15,4.15,4.15,,,,,,,,
17-11-2020,7717,2.65,4.44,4.44,14.93,54.88,14.93,1.41,54.88,1.41,1.41,1.41,4.44,4.44,4.44,,,,,,,,
17-11-2020,7718,2.64,4.5,4.5,12.78,54.83,12.78,1.41,54.83,1.41,1.41,1.41,4.5,4.5,4.5,,,,,,,,
17-11-2020,7719,2.48,4.4,4.4,10.36,55.53,11.97,1.41,55.53,1.41,1.41,1.41,4.4,4.4,4.4,,,,,,,,
17-11-2020,7720,2.4,4.35,4.35,8.91,54.86,19.5,1.41,54.86,1.41,1.41,1.41,4.35,4.35,4.35,,,,,,,,
17-11-2020,7721,2.77,4.41,4.41,8.91,44.35,31.03,1.42,44.35,1.42,1.42,1.42,4.41,4.41,4.41,,,,,,,,
17-11-2020,7722,3.15,4.52,4.52,4.77,54.81,30.8,1.43,54.81,1.43,1.43,1.43,4.52,4.52,4.52,,,,,,,,
17-11-2020,7723,3.09,4.24,4.24,4.37,55.05,17.64,1.45,55.05,1.45,1.45,1.45,4.24,4.24,4.24,,,,,,,,
17-11-2020,7724,2.39,3.91,3.91,3.91,51.23,18.71,1.43,51.23,1.43,1.43,1.43,3.91,3.91,3.91,,,,,,,,
17-11-2020,7725,1.87,3.65,3.65,3.65,46.37,9.42,1.42,46.37,1.42,1.42,1.42,3.65,3.65,3.65,,,,,,,,
17-11-2020,7726,1.62,3.53,3.53,3.53,42.78,3.53,1.4,42.78,1.4,1.4,1.4,3.53,3.53,3.53,,,,,,,,
17-11-2020,7727,1.5,3.3,3.3,3.3,17.62,3.3,1.11,17.62,1.11,1.11,1.11,3.3,3.3,3.3,,,,,,,,
17-11-2020,7728,1.45,2.73,2.73,2.73,10.02,2.73,0.96,10.02,0.96,0.96,0.96,2.73,2.73,2.73,,,,,,,,
17-11-2020,7729,1.03,1.46,1.46,1.46,1.46,1.46,0.8,1.46,0.8,0.8,0.8,1.46,1.46,1.46,,,,,,,,
18-11-2020,7730,1.03,1.29,1.29,1.29,1.29,1.29,0.98,1.29,0.98,0.98,0.98,1.29,1.29,1.29,,,,,,,,
18-11-2020,7731,0.8,0.89,0.89,0.89,0.89,0.89,0.85,0.89,0.85,0.85,0.85,0.89,0.89,0.89,,,,,,,,
18-11-2020,7732,0.63,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,0.77,,,,,,,,
18-11-2020,7733,0.7,0.83,0.83,0.83,0.83,0.83,0.79,0.83,0.79,0.79,0.79,0.83,0.83,0.83,,,,,,,,
18-11-2020,7734,0.92,1.25,1.25,1.25,1.25,1.25,0.83,1.25,0.83,0.83,0.83,1.25,1.25,1.25,,,,,,,,
18-11-2020,7735,1.44,2.44,2.44,2.44,2.44,3.26,0.95,2.44,0.95,0.95,0.95,2.44,2.44,2.44,,,,,,,,
18-11-2020,7736,1.57,3.1,3.1,3.1,38.09,38.09,0.96,38.09,0.96,0.96,0.96,3.1,3.1,3.1,,,,,,,,
18-11-2020,7737,2.48,3.71,3.71,3.99,49.54,49.54,1.45,49.54,1.45,1.45,1.45,3.71,3.71,3.71,,,,,,,,
18-11-2020,7738,2.83,3.75,3.75,56.06,56.06,56.06,1.44,56.06,1.44,1.44,1.44,3.75,3.75,3.75,,,,,,,,
18-11-2020,7739,2.9,3.88,3.88,23.2,56.09,59.01,1.43,56.09,1.43,1.43,1.43,3.88,3.88,3.88,,,,,,,,
18-11-2020,7740,2.91,4.03,4.03,15.3,56.09,59.2,1.41,56.09,1.41,1.41,1.41,4.03,4.03,4.03,,,,,,,,
18-11-2020,7741,2.91,4.29,4.29,5.98,56.09,61.21,1.33,56.09,1.33,1.33,1.33,4.29,4.29,4.29,,,,,,,,
18-11-2020,7742,2.75,4.32,4.32,5.95,50.02,54.9,1,50.02,1,1,1,4.32,4.32,4.32,,,,,,,,
18-11-2020,7743,2.86,4.58,4.58,4.58,50.01,40.03,1.06,50.01,1.06,1.06,1.06,4.58,4.58,4.58,,,,,,,,
18-11-2020,7744,2.97,4.75,4.75,4.75,43.6,59.33,0.99,43.6,0.99,0.99,0.99,4.75,4.75,4.75,,,,,,,,
18-11-2020,7745,2.96,4.9,4.9,4.9,44.22,59.71,0.93,44.22,0.93,0.93,0.93,4.9,4.9,4.9,,,,,,,,
18-11-2020,7746,3,4.69,4.69,4.69,50.06,55.66,1.09,50.06,1.09,1.09,1.09,4.69,4.69,4.69,,,,,,,,
18-11-2020,7747,3.12,4.73,4.73,4.73,57.23,39.54,1.4,57.23,1.4,1.4,1.4,4.73,4.73,4.73,,,,,,,,
18-11-2020,7748,2.53,4.47,4.47,4.47,46,47.55,1.03,46,1.03,1.03,1.03,4.47,4.47,4.47,,,,,,,,
18-11-2020,7749,1.79,4.22,4.22,4.22,39.49,26.25,0.95,39.49,0.95,0.95,0.95,4.22,4.22,4.22,,,,,,,,
18-11-2020,7750,1.56,3.88,3.88,3.88,31.59,4.47,0.82,31.59,0.82,0.82,0.82,3.88,3.88,3.88,,,,,,,,
18-11-2020,7751,1.47,3.62,3.62,3.62,3.62,3.62,0.82,3.62,0.82,0.82,0.82,3.62,3.62,3.62,,,,,,,,
18-11-2020,7752,1.34,3.09,3.09,3.09,3.09,3.09,0.39,3.09,0.39,0.39,0.39,3.09,3.09,3.09,,,,,,,,
18-11-2020,7753,0.83,1.67,1.67,1.67,1.67,1.67,0.13,1.67,0.13,0.13,0.13,1.67,1.67,1.67,,,,,,,,
19-11-2020,7754,0.88,1.96,1.96,1.96,1.96,1.96,0.09,1.96,0.09,0.09,0.09,1.96,1.96,1.96,,,,,,,,
19-11-2020,7755,0.23,1.07,1.07,1.07,1.07,1.07,0.04,1.07,0.04,0.04,0.04,1.07,1.07,1.07,,,,,,,,
19-11-2020,7756,0.08,0.57,0.57,0.57,0.57,0.57,0.03,0.57,0.03,0.03,0.03,0.57,0.57,0.57,,,,,,,,
19-11-2020,7757,0.07,0.27,0.27,0.27,0.27,0.27,0.02,0.27,0.02,0.02,0.02,0.27,0.27,0.27,,,,,,,,
19-11-2020,7758,0.09,0.82,0.82,0.82,0.82,0.82,0.01,0.82,0.04,0.04,0.04,0.82,0.82,0.82,,,,,,,,
19-11-2020,7759,0.93,1.79,1.79,1.79,1.79,2.46,0.23,1.79,0.23,0.23,0.23,1.79,1.79,1.79,,,,,,,,
19-11-2020,7760,1.48,2.4,2.4,2.4,2.4,35.03,0.89,2.4,0.89,0.89,0.89,2.52,2.52,2.52,,,,,,,,
19-11-2020,7761,1.68,3.14,3.14,3.14,4.14,46.6,1.24,4.14,1.24,1.24,1.24,3.14,3.14,3.14,,,,,,,,
19-11-2020,7762,1.78,3.53,3.53,3.53,5.35,39.73,1.42,5.35,1.42,1.42,1.42,3.53,3.53,3.53,,,,,,,,
19-11-2020,7763,1.78,3.52,3.52,3.52,3.52,19.91,1.43,3.52,1.43,1.43,1.43,3.52,3.52,3.52,,,,,,,,
19-11-2020,7764,1.77,3.44,3.44,3.44,3.44,16.98,1.43,3.44,1.43,1.43,1.43,3.44,3.44,3.44,,,,,,,,
19-11-2020,7765,1.75,3.32,3.32,3.32,3.32,21.42,1.42,3.32,1.42,1.42,1.42,3.32,3.32,3.32,,,,,,,,
19-11-2020,7766,1.75,3.2,3.2,4.27,29.09,21.47,1.42,29.09,1.42,1.42,1.42,3.2,3.2,3.2,,,,,,,,
19-11-2020,7767,1.77,3.15,3.15,4.98,28.18,25.07,1.43,28.18,1.43,1.43,1.43,3.15,3.15,3.15,,,,,,,,
19-11-2020,7768,1.81,2.98,2.98,28.66,28.66,28.66,1.44,28.66,1.44,1.44,1.44,2.98,2.98,2.98,,,,,,,,
19-11-2020,7769,1.85,2.92,2.92,36.58,36.58,43.66,1.45,36.58,1.45,1.45,1.45,2.92,2.92,2.92,,,,,,,,
19-11-2020,7770,2.2,2.81,2.81,55.3,55.3,55.3,1.49,55.3,1.49,1.49,1.49,2.81,2.81,2.81,,,,,,,,
19-11-2020,7771,2.36,2.77,2.77,50.26,50.26,50.26,1.53,50.26,1.53,1.53,1.53,2.77,2.77,2.77,,,,,,,,
19-11-2020,7772,2.11,2.83,2.83,55.07,55.07,55.07,1.48,55.07,1.48,1.48,1.48,2.83,2.83,2.83,,,,,,,,
19-11-2020,7773,1.83,2.83,2.83,48.87,48.87,48.87,1.45,48.87,1.45,1.45,1.45,2.83,2.83,2.83,,,,,,,,
19-11-2020,7774,1.76,2.86,2.86,36.91,36.91,36.91,1.44,36.91,1.44,1.44,1.44,2.86,2.86,2.86,,,,,,,,
19-11-2020,7775,1.69,2.9,2.9,7.91,8.08,8.08,1.43,8.08,1.43,1.43,1.43,2.9,2.9,2.9,,,,,,,,
19-11-2020,7776,1.55,2.86,2.86,3.08,3.08,3.08,1.35,3.08,1.35,1.35,1.35,2.86,2.86,2.86,,,,,,,,
19-11-2020,7777,1.44,2.15,2.15,2.15,2.15,2.15,0.97,2.15,0.97,0.97,0.97,2.15,2.15,2.15,,,,,,,,
20-11-2020,7778,1.44,1.74,1.74,1.74,1.74,1.74,1.27,1.74,1.27,1.27,1.27,1.74,1.74,1.74,,,,,,,,
20-11-2020,7779,1.41,1.53,1.53,1.53,1.53,1.53,1.13,1.53,1.13,1.13,1.13,1.53,1.53,1.53,,,,,,,,
20-11-2020,7780,1.42,1.53,1.53,1.53,1.53,1.53,1.29,1.53,1.29,1.29,1.29,1.53,1.53,1.53,,,,,,,,
20-11-2020,7781,1.43,1.54,1.54,1.54,2.04,2.04,1.4,2.04,1.4,1.4,1.4,1.54,1.54,1.54,,,,,,,,
20-11-2020,7782,1.48,1.67,1.67,1.67,3.29,3.29,1.42,3.29,1.42,1.42,1.42,1.67,1.67,1.67,,,,,,,,
20-11-2020,7783,1.56,2.11,2.11,2.11,22,22,1.46,22,1.46,1.46,1.46,2.11,2.11,2.11,,,,,,,,
20-11-2020,7784,2.02,2.48,2.48,3.57,52.76,52.76,1.52,52.76,1.51,1.51,1.51,2.48,2.48,2.48,,,,,,,,
20-11-2020,7785,3.66,2.56,2.56,53.88,53.88,53.88,48.96,53.88,1.62,1.62,1.62,2.56,2.56,2.56,,,,,,,,
20-11-2020,7786,4.22,2.76,2.76,54.86,54.86,54.86,53.55,54.86,1.73,1.73,1.73,2.76,2.76,2.76,,,,,,,,
20-11-2020,7787,4.27,2.91,2.91,51.24,51.24,51.24,50.01,51.24,1.71,1.71,1.71,2.91,2.91,2.91,,,,,,,,
20-11-2020,7788,4.33,3,3,41.85,49.64,41.85,48.03,49.64,1.72,1.72,1.72,3,3,3,,,,,,,,
20-11-2020,7789,4.42,3.15,3.15,46.58,49.67,46.58,47.91,49.67,1.68,1.68,1.68,3.15,3.15,3.15,,,,,,,,
20-11-2020,7790,4.45,3.41,3.41,49.88,49.88,49.88,47.9,49.88,1.69,1.69,1.69,3.41,3.41,3.41,,,,,,,,
20-11-2020,7791,4.46,3.55,3.55,53.38,53.38,53.38,46.72,53.38,1.65,1.65,1.65,3.55,3.55,3.55,,,,,,,,
20-11-2020,7792,4.7,3.73,3.73,54.29,54.29,54.29,46,54.29,1.67,1.67,1.67,3.73,3.73,3.73,,,,,,,,
20-11-2020,7793,5,4.05,4.05,63.54,63.54,63.54,47.19,63.54,1.64,1.64,1.64,4.05,4.05,4.05,,,,,,,,
20-11-2020,7794,5.98,4.27,4.27,147.91,147.91,147.91,47.96,147.91,1.7,1.7,1.7,4.27,4.27,4.27,,,,,,,,
20-11-2020,7795,6.81,4.42,4.42,200.89,200.89,200.89,58.68,200.89,1.72,1.72,1.72,4.42,4.42,4.42,,,,,,,,
20-11-2020,7796,6.66,4.35,4.35,197.4,197.4,197.4,54.9,197.4,1.65,1.65,1.65,4.35,4.35,4.35,,,,,,,,
20-11-2020,7797,5.4,4.5,4.5,53.92,53.92,53.92,49,53.92,1.59,1.59,1.59,4.5,4.5,4.5,,,,,,,,
20-11-2020,7798,4.77,4.65,4.65,44.79,49.99,44.79,44.79,49.99,1.55,1.55,1.55,4.65,4.65,4.65,,,,,,,,
20-11-2020,7799,4.26,4.69,4.69,38.67,49.39,38.67,38.67,49.39,1.52,1.52,1.52,4.69,4.69,4.69,,,,,,,,
20-11-2020,7800,3.86,4.78,4.78,36.6,49.71,36.6,36.6,49.71,1.49,1.49,1.49,4.78,4.78,4.78,,,,,,,,
20-11-2020,7801,3.28,4.98,4.98,15.73,34.2,15.73,15.73,34.2,1.46,1.46,1.46,4.56,4.56,4.98,,,,,,,,
21-11-2020,7802,2.65,4.93,4.93,4.93,36.2,48.19,1.41,36.2,1.41,1.41,1.41,4.93,4.93,4.93,,,,,,,,
21-11-2020,7803,1.87,4,4,4,32.08,32.08,1.02,32.08,1.02,1.02,1.02,4,4,4,,,,,,,,
21-11-2020,7804,1.57,3.49,3.49,3.49,30.38,30.38,0.9,30.38,0.9,0.9,0.9,3.49,3.49,3.49,,,,,,,,
21-11-2020,7805,1.48,3.06,3.06,3.06,14.75,14.75,0.83,14.75,0.83,0.83,0.83,3.06,3.06,3.06,,,,,,,,
21-11-2020,7806,1.43,2.29,2.29,2.29,9.06,9.06,0.7,9.06,0.7,0.7,0.7,2.29,2.29,2.29,,,,,,,,
21-11-2020,7807,1.39,1.88,1.88,1.88,11.87,8.03,0.65,11.87,0.65,0.65,0.65,1.88,1.88,1.88,,,,,,,,
21-11-2020,7808,1.32,1.55,1.55,1.55,15.42,4.11,0.82,15.42,0.82,0.82,0.82,1.55,1.55,1.55,,,,,,,,
21-11-2020,7809,1.41,1.51,1.51,1.51,27.86,4.93,0.92,27.86,0.92,0.92,0.92,1.51,1.51,1.51,,,,,,,,
21-11-2020,7810,1.43,1.79,1.79,1.79,31.99,4.74,0.88,31.99,0.88,0.88,0.88,1.79,1.79,1.79,,,,,,,,
21-11-2020,7811,1.47,1.92,1.92,1.92,27.93,4.38,0.97,27.93,0.97,0.97,0.97,1.92,1.92,1.92,,,,,,,,
21-11-2020,7812,1.49,2.11,2.11,2.11,27.25,3.66,1.04,27.25,1.04,1.04,1.04,2.11,2.11,2.11,,,,,,,,
21-11-2020,7813,1.48,2.18,2.18,2.18,24.9,2.96,1.05,24.9,1.05,1.05,1.05,2.18,2.18,2.18,,,,,,,,
21-11-2020,7814,1.47,2.23,2.23,2.23,20.02,2.6,0.97,20.02,0.97,0.97,0.97,2.23,2.23,2.23,,,,,,,,
21-11-2020,7815,1.48,2.64,2.64,2.64,12.05,2.82,0.95,12.05,0.95,0.95,0.95,2.64,2.64,2.64,,,,,,,,
21-11-2020,7816,1.5,2.91,2.91,2.91,5.09,4.02,0.95,5.09,0.95,0.95,0.95,2.91,2.91,2.91,,,,,,,,
21-11-2020,7817,1.59,3.31,3.31,3.31,6.47,13.99,1.06,6.47,1.06,1.06,1.06,3.31,3.31,3.31,,,,,,,,
21-11-2020,7818,1.93,3.61,3.61,3.61,39.63,15.82,1.41,39.63,1.41,1.41,1.41,3.61,3.61,3.61,,,,,,,,
21-11-2020,7819,2.19,3.69,3.69,3.69,40.03,13.26,1.5,40.03,1.44,1.44,1.44,3.69,3.69,3.69,,,,,,,,
21-11-2020,7820,1.97,3.42,3.42,3.42,38.2,14.32,1.51,38.2,1.43,1.43,1.43,3.42,3.42,3.42,,,,,,,,
21-11-2020,7821,1.58,3.04,3.04,3.04,3.75,3.75,1.41,3.75,1.41,1.41,1.41,3.04,3.04,3.04,,,,,,,,
21-11-2020,7822,1.47,2.17,2.17,2.17,2.17,2.17,1.36,2.17,1.36,1.36,1.36,2.17,2.17,2.17,,,,,,,,
21-11-2020,7823,1.44,1.91,1.91,1.91,1.91,3.26,1.03,1.91,1.03,1.03,1.03,1.91,1.91,1.91,,,,,,,,
21-11-2020,7824,1.4,1.56,1.56,1.56,1.56,4.07,0.93,1.56,0.93,0.93,0.93,1.56,1.56,1.56,,,,,,,,
21-11-2020,7825,0.94,0.93,0.93,0.93,0.93,3.41,0.84,0.93,0.84,0.84,0.84,0.93,0.93,0.93,,,,,,,,
22-11-2020,7826,1.31,1.54,1.54,1.54,1.54,1.54,1.07,1.54,1.07,1.07,1.07,1.54,1.54,1.54,,,,,,,,
22-11-2020,7827,0.96,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,,,,,,,,
22-11-2020,7828,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,0.87,,,,,,,,
22-11-2020,7829,0.82,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,,,,,,,,
22-11-2020,7830,0.82,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,0.81,,,,,,,,
22-11-2020,7831,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,,,,,,,,
22-11-2020,7832,0.76,0.74,0.74,0.74,0.74,1.08,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,,,,,,,,
22-11-2020,7833,0.75,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,0.72,,,,,,,,
22-11-2020,7834,0.95,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93,,,,,,,,
22-11-2020,7835,1.31,1.34,1.34,1.34,1.34,1.34,1.25,1.34,1.25,1.25,1.25,1.34,1.34,1.34,,,,,,,,
22-11-2020,7836,1.4,1.59,1.59,1.59,1.59,1.59,1.2,1.59,1.2,1.2,1.2,1.59,1.59,1.59,,,,,,,,
22-11-2020,7837,1.41,1.68,1.68,1.68,1.68,1.68,1.16,1.68,1.16,1.16,1.16,1.68,1.68,1.68,,,,,,,,
22-11-2020,7838,1.41,1.68,1.68,1.68,1.68,1.68,1.11,1.68,1.11,1.11,1.11,1.68,1.68,1.68,,,,,,,,
22-11-2020,7839,1.42,1.8,1.8,1.8,1.8,1.8,1.18,1.8,1.18,1.18,1.18,1.8,1.8,1.8,,,,,,,,
22-11-2020,7840,1.45,1.91,1.91,1.91,1.91,2.34,1.33,1.91,1.33,1.33,1.33,1.91,1.91,1.91,,,,,,,,
22-11-2020,7841,1.53,2.16,2.16,2.16,2.16,34.63,1.41,2.16,1.41,1.41,1.41,2.16,2.16,2.24,,,,,,,,
22-11-2020,7842,1.69,2.94,2.94,2.94,9.04,4.82,1.44,9.04,1.44,1.44,1.44,2.94,2.94,2.94,,,,,,,,
22-11-2020,7843,1.92,3.08,3.08,3.08,42.79,4.64,1.48,42.79,1.47,1.47,1.47,3.08,3.08,3.08,,,,,,,,
22-11-2020,7844,1.93,3.05,3.05,3.05,44.91,13.77,1.47,44.91,1.47,1.47,1.47,3.05,3.05,3.05,,,,,,,,
22-11-2020,7845,1.73,2.71,2.71,2.71,11.8,4.19,1.46,11.8,1.46,1.46,1.46,2.71,2.71,2.71,,,,,,,,
22-11-2020,7846,1.58,2.31,2.31,2.31,2.31,2.31,1.52,2.31,1.46,1.46,1.46,2.31,2.31,2.31,,,,,,,,
22-11-2020,7847,1.52,1.97,1.97,1.97,1.97,3.61,1.43,1.97,1.43,1.43,1.43,1.97,1.97,1.97,,,,,,,,
22-11-2020,7848,1.45,1.7,1.7,1.7,1.7,1.7,1.42,1.7,1.42,1.42,1.42,1.7,1.7,1.7,,,,,,,,
22-11-2020,7849,1.26,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.22,1.44,,,,,,,,
23-11-2020,7850,1.35,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,,,,,,,,
23-11-2020,7851,1.12,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,,,,,,,,
23-11-2020,7852,0.92,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,0.89,,,,,,,,
23-11-2020,7853,0.99,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,0.94,,,,,,,,
23-11-2020,7854,1.42,1.49,1.49,1.49,1.49,1.49,1.39,1.49,1.39,1.39,1.39,1.49,1.49,1.49,,,,,,,,
23-11-2020,7855,1.59,2.87,2.87,2.87,3.64,3.64,1.43,3.64,1.43,1.43,1.43,2.87,2.87,2.87,,,,,,,,
23-11-2020,7856,2.69,3.02,3.02,3.02,44.89,54.02,1.61,44.89,1.52,1.52,1.52,3.02,3.02,3.02,,,,,,,,
23-11-2020,7857,3.94,3.86,3.86,4.08,56.12,56.12,4.08,56.12,1.59,1.59,1.59,3.86,3.86,3.86,,,,,,,,
23-11-2020,7858,4.98,4.1,4.1,6.99,54.47,54.47,6.99,54.47,1.93,1.93,1.93,4.1,4.1,4.1,,,,,,,,
23-11-2020,7859,4.85,4.09,4.09,6.95,41.05,28.97,6.95,41.05,1.91,1.91,1.91,4.09,4.09,4.09,,,,,,,,
23-11-2020,7860,4.77,4.11,4.11,5.92,44.82,28.06,5.92,44.82,1.96,1.96,1.96,4.11,4.11,4.11,,,,,,,,
23-11-2020,7861,4.55,4.19,4.19,4.95,40.09,27.72,4.95,40.09,1.77,1.77,1.77,4.19,4.19,4.19,,,,,,,,
23-11-2020,7862,4.14,4.26,4.26,4.45,40.03,32.93,4.45,40.03,1.62,1.62,1.62,4.26,4.26,4.26,,,,,,,,
23-11-2020,7863,4.22,4.23,4.23,4.48,44.07,36.22,4.48,44.07,1.61,1.61,1.61,4.23,4.23,4.23,,,,,,,,
23-11-2020,7864,4.47,4.42,4.42,4.96,48.39,42.21,4.96,48.39,1.63,1.63,1.63,4.42,4.42,4.42,,,,,,,,
23-11-2020,7865,4.97,4.41,4.41,24.75,50.92,47.25,24.75,50.92,1.76,1.76,1.76,4.41,4.41,4.41,,,,,,,,
23-11-2020,7866,5.71,4.44,4.44,46.41,60.85,46.41,46.41,60.85,2.26,2.26,2.26,4.44,4.44,4.44,,,,,,,,
23-11-2020,7867,7.19,5.3,5.3,48.74,48.74,48.74,47.96,48.74,3.75,3.75,3.75,5.3,5.3,5.3,,,,,,,,
23-11-2020,7868,6.91,5.44,5.44,31.16,43.45,31.16,31.95,43.45,5,5,5,5.44,5.44,5.44,,,,,,,,
23-11-2020,7869,5.78,5.55,5.55,5.98,30.28,8.08,23.06,30.28,4.13,4.13,4.13,5.55,5.55,5.55,,,,,,,,
23-11-2020,7870,4.94,4.98,4.98,4.98,5.84,4.98,4.98,5.84,2.92,2.92,2.92,4.98,4.98,4.98,,,,,,,,
23-11-2020,7871,4.29,4.6,4.6,4.6,4.6,4.6,4.6,4.6,2.24,2.24,2.24,4.6,4.6,4.6,,,,,,,,
23-11-2020,7872,3.4,3.85,3.85,3.85,3.85,3.95,3.85,3.85,1.68,1.68,1.68,3.85,3.85,3.85,,,,,,,,
23-11-2020,7873,2.34,3,3,3,3,3,3,3,1.57,1.57,1.57,3,3,3,,,,,,,,
24-11-2020,7874,1.88,2.47,2.47,2.47,2.47,2.47,0.11,2.47,1.55,1.55,1.55,2.47,2.47,2.47,,,,,,,,
24-11-2020,7875,1.67,2.46,2.46,2.46,2.46,2.46,1.49,2.46,1.49,1.49,1.49,2.46,2.46,2.46,,,,,,,,
24-11-2020,7876,1.65,2.47,2.47,2.47,2.47,2.47,1.48,2.47,1.48,1.48,1.48,2.47,2.47,2.47,,,,,,,,
24-11-2020,7877,1.64,2.48,2.48,2.48,2.48,2.48,1.48,2.48,1.48,1.48,1.48,2.48,2.48,2.48,,,,,,,,
24-11-2020,7878,1.95,3.27,3.27,3.27,3.27,3.27,1.49,3.27,1.49,1.49,1.49,3.27,3.27,3.27,,,,,,,,
24-11-2020,7879,3.1,4.44,4.44,4.44,4.44,16.01,1.51,4.44,1.51,1.51,1.51,4.44,4.44,4.44,,,,,,,,
