,,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
1/2/2020,748,13.76,13.61,13.61,13.61,13.61,13.61,-1.94,-1.94,16.03,16.03,16.03,15.36,15.36,14.23,13.61,13.61,13.61,34.95,4.59,-1.94,4.59,15.51
1/2/2020,749,13.01,12.69,12.69,12.69,12.69,12.69,-1.67,-1.67,15.75,15.75,15.75,15.57,15.57,14.68,12.69,12.69,12.69,33.97,0.32,-1.67,0.53,15.25
1/2/2020,750,13.16,12.14,12.14,12.14,12.14,12.14,-2.4,-2.4,16.01,16.01,16.01,15.82,15.82,14.51,18.01,18.01,18.01,33.1,2.44,-2.4,2.53,19.9
1/2/2020,751,14.26,10.37,10.37,10.37,10.37,10.37,0.04,0.04,16.08,16.08,16.08,16.07,16.07,14.64,10.37,10.37,10.37,38.75,7.69,0.04,7.69,22.6
1/2/2020,752,14.65,10.36,10.36,10.36,10.36,10.36,8.52,10.04,16.01,16.01,16.01,16.01,16.01,14.57,10.36,10.36,10.36,40.88,12.27,8.52,12.27,25.76
1/2/2020,753,15.31,14.1,14.1,14.1,14.1,14.1,14.1,14.1,16.07,16.07,16.07,16.07,16.07,14.14,27.02,27.02,27.02,42.64,21.9,14.1,21.9,29.9
1/2/2020,754,15.79,14.7,14.7,14.7,14.7,14.7,14.7,14.7,16.29,16.29,16.29,16.29,16.29,14.77,27.02,27.02,27.02,42.96,30.93,14.7,25.33,32.74
1/2/2020,755,15.92,14.74,14.74,14.74,14.74,14.74,14.74,14.74,16.36,16.36,16.36,16.36,16.36,14.91,27.02,27.02,27.02,41.45,30,14.74,22.09,41.35
1/2/2020,756,15.73,14.47,14.47,14.47,14.47,14.47,14.47,14.47,16.3,16.3,16.3,16.3,16.3,14.94,26.88,26.88,26.88,42.05,30.1,14.47,24.09,38.88
1/2/2020,757,15.43,14.07,14.07,14.07,14.07,14.07,14.07,14.07,16.18,16.18,16.18,16.18,16.18,14.82,14.07,14.07,14.07,42.06,30.1,14.07,26.35,36.92
1/2/2020,758,15.43,14.45,14.45,14.45,14.45,14.45,14.45,14.45,16.09,16.09,16.09,16.09,16.09,14.8,14.45,14.45,14.45,39.72,24.61,14.45,24.61,34.6
1/2/2020,759,15.11,13.18,13.18,13.18,13.18,13.18,13.18,13.18,16.05,16.05,16.05,16.05,16.05,14.79,13.18,13.18,13.18,39.56,15.56,13.18,15.56,29
1/2/2020,760,15.57,14.98,14.98,14.98,14.98,14.98,11.11,14.98,16.08,16.08,16.08,16.08,16.08,14.98,14.98,14.98,14.98,41.11,13.5,11.11,13.5,29.9
1/2/2020,761,16.25,16.3,16.3,16.3,16.3,16.3,13.07,16.3,16.3,16.3,16.3,16.3,16.3,16.3,26.88,26.88,26.88,41.51,15.61,13.07,14.48,25.68
1/2/2020,762,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,26.89,26.89,26.89,42.04,24.27,16.79,19.93,40.38
1/2/2020,763,16.98,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,16.97,26.89,26.89,26.89,42.94,30.1,16.97,28.36,40.71
1/2/2020,764,16.1,15.99,15.99,15.99,15.99,15.99,15.99,15.99,16.18,16.18,16.18,15.99,15.99,15.99,26.83,26.83,26.83,42.79,31.12,15.99,31.12,35.36
1/2/2020,765,15.01,13.85,13.85,13.85,13.85,13.85,0.42,13.85,16.04,16.04,16.04,15.44,15.44,13.85,13.85,13.85,13.85,40.3,28.28,0.42,26.54,27.99
1/2/2020,766,13.83,13.3,13.3,13.3,13.3,13.3,-0.8,8,16.07,16.07,16.07,14.86,14.86,13.66,13.3,13.3,13.3,33.06,14.7,-0.8,13.3,30
1/2/2020,767,13.81,13.61,13.61,13.61,13.61,13.61,0,0,16.02,16.02,16.02,13.62,13.62,13.62,13.61,13.61,13.61,33.01,18.57,0,17.24,37.69
1/2/2020,768,11.21,13.55,13.55,13.55,13.55,13.55,-11.16,-7.9,15.92,15.92,15.92,13.55,13.55,13.55,13.55,13.55,13.55,27.07,28.56,-11.16,28.56,24.7
2/2/2020,769,13.23,12.08,12.08,12.08,12.08,12.08,-4.97,-4.97,15.87,15.87,15.87,13.78,13.78,13.78,14.02,14.02,14.02,25.28,23.34,-4.97,23.14,19.9
2/2/2020,770,11.84,11.44,11.44,11.44,11.44,11.44,-9.99,-9.99,15.4,15.4,15.4,13.67,13.67,13.67,11.44,11.44,11.44,25.79,17.5,-10.1,17.22,14.91
2/2/2020,771,11.03,10.97,10.97,10.97,10.97,10.97,-11.02,-11.02,15.37,15.37,15.37,13.55,13.55,13.55,10.97,10.97,10.97,25.18,19.87,-16.95,19.5,15.88
2/2/2020,772,12.22,9.82,9.82,9.82,9.82,9.82,-11.07,-11.07,16.02,16.02,16.02,13.53,13.53,13.53,9.82,9.82,9.82,0,19.22,-11.7,14.71,16.55
2/2/2020,773,12.9,7.64,7.64,7.64,7.64,7.64,-5.98,-5.98,16.08,16.08,16.08,13.61,13.61,13.61,7.64,7.64,7.64,0,22.4,-5.98,7.68,33.56
2/2/2020,774,13.43,11.53,11.53,11.53,11.53,11.53,-5.21,-5.21,16.14,16.14,16.14,14.04,14.04,14.04,11.53,11.53,11.53,0.05,23.96,-5.21,8.17,35.34
2/2/2020,775,13.78,10.2,10.2,10.2,10.2,10.2,-4.96,-4.96,16.3,16.3,16.3,14.19,14.19,14.19,10.2,10.2,10.2,28.11,24.9,-4.98,9.91,36.53
2/2/2020,776,14.49,10.02,10.02,10.02,10.02,10.02,0.09,0.09,16.24,16.24,16.24,14.21,14.21,14.21,10.02,10.02,10.02,25.19,25.71,0.09,12.48,36.88
2/2/2020,777,15.63,14.86,14.86,14.86,14.86,14.86,13.06,14.86,16.27,16.27,16.27,14.86,14.86,14.86,14.86,14.86,14.86,15.37,28.17,13.06,20.02,36
2/2/2020,778,16.81,16.79,16.79,16.79,16.79,16.79,24.5,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,16.79,31.03,27.89,24.5,25.51,38.13
2/2/2020,779,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,33.02,29.67,27.12,26.97,47.25
2/2/2020,780,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,17.01,33.09,29.44,29.43,29.23,29.43
2/2/2020,781,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,35,31.25,35,28.03,34.55
2/2/2020,782,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,16.94,33.36,28.63,33.36,24.55,32.8
2/2/2020,783,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,33.75,25.55,33.75,18.6,32.5
2/2/2020,784,17.42,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,17.41,34.2,22.26,34.2,12.14,32.39
2/2/2020,785,18.13,18,18,18,18,18,28.08,28.08,18,18,18,18,18,18,18,18,18,33.07,23.64,28.87,18.83,28.08
2/2/2020,786,19.15,18.91,18.91,18.91,18.91,18.91,38.41,38.41,18.91,18.91,18.91,18.91,18.91,18.91,27.04,27.04,27.04,40.27,26.69,40.27,15.07,38.41
2/2/2020,787,19.17,18.86,18.86,18.86,18.86,18.86,40.05,40.05,18.86,18.86,18.86,18.86,18.86,18.86,27.02,27.02,27.02,40.73,35.81,40.73,31.57,40.05
2/2/2020,788,18.9,18.42,18.42,18.42,18.42,18.42,36.93,36.93,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,18.42,36.93,36.93,36.93,36.93,36.93
2/2/2020,789,17.91,17.83,17.83,17.83,17.83,17.83,27.05,27.05,17.83,17.83,17.83,17.83,17.83,17.83,17.83,17.83,17.83,31.01,27.05,27.05,27.05,27.05
2/2/2020,790,17.74,17.73,17.73,17.73,17.73,17.73,21.99,21.99,17.73,17.73,17.73,17.73,17.73,17.73,17.73,17.73,17.73,25,21.99,21.99,21.99,21.99
2/2/2020,791,17.59,17.57,17.57,17.57,17.57,17.57,23.87,23.87,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,17.57,23.87,23.87,23.87,23.87,23.87
2/2/2020,792,16.96,16.96,16.96,16.96,16.96,16.96,17.38,17.38,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,16.96,17.38,17.38,17.38,17.38,17.38
3/2/2020,793,16.37,16.31,16.31,16.31,16.31,16.31,15.92,16.31,16.44,16.44,16.44,16.31,16.31,16.31,16.31,16.31,16.31,15.92,15.92,15.92,15.92,15.92
3/2/2020,794,15.87,15.65,15.65,15.65,15.65,15.65,15.55,15.65,16.06,16.06,16.06,15.65,15.65,15.65,15.65,15.65,15.65,15.55,15.55,15.55,15.55,15.55
3/2/2020,795,15.34,15.35,15.35,15.35,15.35,15.35,14.38,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,14.38,14.38,14.38,14.38,14.38
3/2/2020,796,15.27,15.35,15.35,15.35,15.35,15.35,9.32,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,15.35,9.32,9.26,9.32,9.23,9.29
3/2/2020,797,16.29,16.31,16.31,16.31,16.31,16.31,13.26,16.31,16.31,16.31,16.31,16.31,16.31,16.31,16.31,16.31,16.31,13.66,8.95,13.26,6.95,10.94
3/2/2020,798,17.56,17.58,17.58,17.58,17.58,17.58,14.03,17.58,17.58,17.58,17.58,17.58,17.58,17.58,17.58,17.58,17.58,14.51,8.99,14.03,6.69,11.18
3/2/2020,799,19.65,19.49,19.49,19.49,19.49,34.04,27.06,23.51,19.49,19.49,19.49,19.49,19.49,19.49,40.02,40.02,40.02,27.06,25.67,27.06,24.32,26.78
3/2/2020,800,20.9,20.09,20.09,36.49,36.49,36.49,36.49,36.49,20.09,20.09,20.09,20.09,20.09,20.09,36.49,36.49,36.49,36.49,36.49,36.49,36.49,36.49
3/2/2020,801,21.15,20.41,20.41,39.97,39.97,39.97,39.97,39.97,20.37,20.37,20.37,20.41,20.41,20.41,40.1,40.1,40.1,39.97,39.97,39.97,39.97,39.97
3/2/2020,802,21.19,20.51,20.51,39.26,39.26,39.26,39.26,39.26,20.17,20.17,20.17,20.51,20.51,20.51,39.26,39.26,39.26,39.26,39.26,39.26,39.26,39.26
3/2/2020,803,21.08,20.67,20.67,35.52,35.52,35.52,35.52,35.52,19.97,19.97,19.97,20.67,20.67,20.67,35.52,35.52,35.52,35.52,35.52,35.52,35.52,35.52
3/2/2020,804,20.81,20.8,20.8,32.18,32.18,32.18,32.97,32.97,19.67,19.67,19.67,20.8,20.8,20.8,32.18,32.18,32.18,32.97,32.97,32.97,32.97,32.97
3/2/2020,805,20.55,20.95,20.95,25.99,28.39,25.99,29.08,29.08,19.48,19.48,19.48,20.95,20.95,20.95,29.03,29.03,29.03,29.08,29.08,29.08,29.08,29.08
3/2/2020,806,20.48,21.03,21.03,28.38,28.38,28.38,28.38,28.38,19.39,19.39,19.39,21.03,21.03,21.03,29.03,29.03,29.03,28.38,28.38,28.38,28.38,28.38
3/2/2020,807,20.49,21.08,21.08,28.73,28.73,28.73,28.73,28.73,19.39,19.39,19.39,21.08,21.08,21.08,35.06,35.06,35.06,28.73,28.73,28.73,28.73,28.73
3/2/2020,808,20.66,21.11,21.11,27.62,27.62,27.62,27.62,27.62,19.57,19.57,19.57,21.11,21.11,21.11,35.04,35.04,35.04,28.29,28.29,28.29,28.29,28.29
3/2/2020,809,20.97,21.27,21.27,32.47,32.47,32.47,32.47,32.47,19.75,19.75,19.75,21.27,21.27,21.27,38.63,38.63,38.63,33.02,28.97,33.02,24.9,32.47
3/2/2020,810,21.33,21.3,21.3,37.62,37.62,37.62,37.62,37.62,19.89,19.89,19.89,21.3,21.3,21.3,37.62,37.62,37.62,37.95,35.52,37.95,33.08,37.62
3/2/2020,811,21.12,21.16,21.16,37.08,37.08,37.08,37.08,37.08,19.82,19.82,19.82,21.16,21.16,21.16,37.08,37.08,37.08,37.99,37.99,37.99,37.99,37.99
3/2/2020,812,20.64,21.15,21.15,23.81,23.81,23.81,23.81,23.81,19.7,19.7,19.7,21.15,21.15,21.15,29.05,29.05,29.05,36.57,36.57,36.57,36.57,36.57
3/2/2020,813,19.75,19.95,19.95,19.95,19.95,19.95,19.95,19.95,19.55,19.55,19.55,19.95,19.95,19.95,29.02,29.02,29.02,31,31,31,31,31
3/2/2020,814,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,19.27,27.16,27.16,27.16,27.16,27.16
3/2/2020,815,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,18.72,21.41,21.41,21.41,27.13,27.13,27.13,27.13,27.13
3/2/2020,816,17.98,17.98,17.98,17.98,17.98,17.98,17.98,17.98,17.98,17.98,17.98,17.98,17.98,17.98,20.53,20.53,20.53,24.76,24.76,24.76,24.76,24.76
4/2/2020,817,17.69,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,20.79,20.79,20.79,20.79,20.79
4/2/2020,818,17.1,17.13,17.13,17.13,17.13,17.13,17.41,17.13,17.13,17.13,17.13,17.13,17.13,17.13,17.13,17.13,17.13,17.41,17.41,17.41,17.41,17.41
4/2/2020,819,16.49,16.51,16.51,16.51,16.51,16.51,16.24,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.51,16.24,16.24,16.24,16.24,16.24
4/2/2020,820,16.04,16.07,16.07,16.07,16.07,16.07,12.96,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,16.07,13.05,12.19,12.96,11.9,12.56
4/2/2020,821,16.74,16.77,16.77,16.77,16.77,16.77,13.42,16.77,16.77,16.77,16.77,16.77,16.77,16.77,27,27,27,13.72,10.77,13.42,9.77,12.03
4/2/2020,822,18.04,18.04,18.04,18.04,18.04,33.16,15.88,18.04,17.76,17.76,17.76,18.04,18.04,18.04,33.16,33.16,33.16,15.88,15.88,15.88,15.88,15.88
4/2/2020,823,20.59,20.48,20.48,20.48,20.48,49.51,24.88,22.72,19.32,19.32,19.32,20.48,20.48,20.48,49.51,49.51,49.51,26.84,24.88,24.88,24.88,24.88
4/2/2020,824,23.84,23.64,23.64,28.99,28.99,54.62,29.7,29.7,19.78,19.78,19.78,23.64,23.64,23.08,54.62,54.62,54.62,34.02,29.7,29.7,29.7,29.7
4/2/2020,825,27.66,24.56,24.56,34.17,34.17,56.19,34.17,34.17,20.44,20.44,20.44,24.56,24.56,23.48,56.19,56.19,56.19,35.01,35.01,35.01,35.01,35.01
4/2/2020,826,25.39,24.05,24.05,33.48,33.48,56.94,33.48,33.48,20.17,20.17,20.17,24.05,24.05,24.05,56.94,56.94,56.94,33.68,34.46,33.48,33.95,34.9
4/2/2020,827,24.45,23.44,23.44,29.9,29.9,56.21,29.9,29.9,19.95,19.95,19.95,23.44,23.44,23.36,56.21,56.21,56.21,29.9,29.9,29.9,29.9,29.9
4/2/2020,828,22.43,22.48,22.48,29.03,29.03,33.92,29.03,29.03,19.63,19.63,19.63,22.48,22.48,22.48,33.92,33.92,33.92,29.03,29.03,29.03,29.03,29.03
4/2/2020,829,21.76,22.07,22.07,27.07,27.07,31.1,27.07,27.07,19.45,19.45,19.45,22.07,22.07,22.07,31.1,31.1,31.1,27.58,27.07,27.07,27.07,27.07
4/2/2020,830,21.48,21.71,21.71,26.43,26.43,36.07,26.43,26.43,19.37,19.37,19.37,21.71,21.71,21.71,36.07,36.07,36.07,27.05,26.43,26.43,26.43,26.43
4/2/2020,831,21.2,20.98,20.98,27.02,27.02,55.06,27.02,27.02,19.36,19.36,19.36,20.98,20.98,20.98,55.06,55.06,55.06,27.27,27.82,27.02,27.53,29.9
4/2/2020,832,20.84,20.59,20.59,29.05,29.05,42.1,29.05,29.05,19.46,19.46,19.46,20.59,20.59,20.59,42.1,42.1,42.1,29.05,29.05,29.05,29.05,29.05
4/2/2020,833,20.86,20.39,20.39,31.42,31.42,51.13,31.42,31.42,19.7,19.7,19.7,20.39,20.39,20.39,51.13,51.13,51.13,31.42,31.42,31.42,31.42,31.42
4/2/2020,834,20.95,19.97,19.97,39.92,39.92,53.91,39.92,39.92,19.77,19.77,19.77,19.97,19.97,19.97,53.91,53.91,53.91,39.92,39.92,39.92,39.92,39.92
4/2/2020,835,20.64,19.59,19.59,41.3,41.3,49.74,41.3,41.3,19.59,19.59,19.59,19.59,19.59,19.59,49.74,49.74,49.74,41.3,41.3,41.3,41.3,41.3
4/2/2020,836,20.39,19.45,19.45,40.92,40.92,40.92,40.92,40.92,19.45,19.45,19.45,19.45,19.45,19.45,40.92,40.92,40.92,41.15,42.07,40.92,41.51,42.07
4/2/2020,837,19.76,19.33,19.33,27.03,27.03,27.03,32.82,32.82,19.33,19.33,19.33,19.33,19.33,19.33,27.03,27.03,27.03,39.75,39.75,39.75,39.75,39.75
4/2/2020,838,19.22,19.12,19.12,19.12,19.12,19.12,30.13,30.13,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,19.12,30.13,30.13,30.13,30.13,30.13
4/2/2020,839,18.72,18.59,18.59,18.59,18.59,18.59,30.36,30.36,18.59,18.59,18.59,18.59,18.59,18.59,20.08,20.08,20.08,30.36,30.36,30.36,30.36,30.36
4/2/2020,840,17.91,17.86,17.86,17.86,17.86,17.86,26.94,26.94,17.86,17.86,17.86,17.86,17.86,17.86,22.92,22.92,22.92,29.1,36.7,26.94,32.4,31.88
5/2/2020,841,16.27,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,16.29,25.44,25.44,25.44,25.44,25.44
5/2/2020,842,16.07,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,16.08,25,25,25,25,25
5/2/2020,843,16.01,16.03,16.03,16.03,16.03,16.03,16.03,16.03,16.03,16.03,16.03,16.03,16.03,16.03,16.03,16.03,16.03,24.43,24.43,24.43,24.43,24.43
5/2/2020,844,16.09,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,16.11,23.63,23.63,23.63,23.63,23.63
5/2/2020,845,16.54,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,16.55,24.83,24.83,24.83,24.83,24.83
5/2/2020,846,17.25,16.92,16.92,16.92,16.92,37.83,16.92,16.92,16.92,16.92,16.92,16.92,16.92,16.92,37.83,37.83,37.83,26.62,26.62,26.62,26.62,26.62
5/2/2020,847,18.27,17.81,17.81,17.95,17.95,46.08,24.91,24.91,17.95,17.95,17.95,17.81,17.81,17.81,46.08,46.08,46.08,37.54,37.54,37.54,37.54,37.54
5/2/2020,848,19.94,18.04,18.04,33.51,33.51,42.73,33.51,33.51,18.45,18.45,18.45,18.04,18.04,18.04,42.73,42.73,42.73,44.91,44.91,44.91,44.91,44.91
5/2/2020,849,20.52,18.44,18.44,40.03,40.03,43.66,40.03,40.03,18.62,18.62,18.62,18.44,18.44,18.44,43.66,43.66,43.66,49.16,49.16,49.16,49.16,49.16
5/2/2020,850,19.97,18.45,18.45,34.15,34.15,39.76,34.15,34.15,18.45,18.45,18.45,18.45,18.45,18.45,39.76,39.76,39.76,44.78,44.78,44.78,44.78,44.78
5/2/2020,851,19.22,18.28,18.28,25,25,42,25,25,18.28,18.28,18.28,18.28,18.28,18.28,42,42,42,41.37,41.37,41.37,41.37,41.37
5/2/2020,852,18.07,17.95,17.95,17.95,17.95,23.96,17.95,17.95,17.95,17.95,17.95,17.95,17.95,17.95,23.96,23.96,23.96,40,40,40,40,40
5/2/2020,853,17.77,17.7,17.7,17.7,17.7,23.98,17.7,17.7,17.7,17.7,17.7,17.7,17.7,17.7,23.98,23.98,23.98,37.07,37.07,37.07,37.07,37.07
5/2/2020,854,17.54,17.51,17.51,17.51,17.51,19.97,17.51,17.51,17.51,17.51,17.51,17.51,17.51,17.51,19.97,19.97,19.97,35.16,35.16,35.16,35.16,35.16
5/2/2020,855,17.57,17.38,17.38,17.38,17.38,31.23,17.38,17.38,17.38,17.38,17.38,17.38,17.38,17.38,49.48,49.48,49.48,35.17,35.17,35.17,35.17,35.17
5/2/2020,856,17.57,17.34,17.34,17.34,17.34,31.97,17.34,17.34,17.34,17.34,17.34,17.34,17.34,17.34,36.02,36.02,36.02,37.13,37.13,37.13,37.13,37.13
5/2/2020,857,17.65,17.5,17.5,17.5,17.5,35.96,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,39.8,39.8,39.8,40.25,40.25,40.25,40.25,40.25
5/2/2020,858,17.75,17.61,17.61,17.61,17.61,34.16,17.61,17.61,17.61,17.61,17.61,17.61,17.61,17.61,37.46,37.46,37.46,44.92,43.78,45.45,42.19,45.22
5/2/2020,859,17.64,17.43,17.43,17.43,17.43,45.53,17.43,17.43,17.43,17.43,17.43,17.43,17.43,17.43,45.53,45.53,45.53,45.83,45.83,45.83,45.83,45.83
5/2/2020,860,17.2,17.07,17.07,17.07,17.07,23.36,17.07,17.07,17.07,17.07,17.07,17.07,17.07,17.07,26.06,26.06,26.06,45.66,45.66,45.66,45.66,45.66
5/2/2020,861,16.51,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,16.5,26.05,26.05,26.05,41.98,43.51,41.74,42.59,40.6
5/2/2020,862,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,16.27,17.65,17.65,17.65,36.51,40.42,35.92,38.05,33
5/2/2020,863,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,15.74,33.72,41.51,31.99,37.5,30
5/2/2020,864,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,14.96,30.52,35.96,29.7,32.76,24.9
6/2/2020,865,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,14.71,27.19,31.35,26.51,28.9,24.2
6/2/2020,866,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,14.6,25.62,27.4,25.35,26.35,23.83
6/2/2020,867,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,14.52,24.59,25.35,24.47,24.9,23.82
6/2/2020,868,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,14.7,24.45,24.48,24.44,24.46,24.42
6/2/2020,869,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,15.13,25.25,25.25,25.25,25.25,25.25
6/2/2020,870,15.93,15.88,15.88,15.88,15.88,18.06,15.88,15.88,15.88,15.88,15.88,15.88,15.88,15.88,18.06,18.06,18.06,27.98,28.03,27.97,28,27.92
6/2/2020,871,16.6,16.48,16.48,16.48,16.48,27.46,16.48,16.48,16.48,16.48,16.48,16.48,16.48,16.48,27.46,27.46,27.46,32.97,33.04,32.96,33,32.9
6/2/2020,872,17.48,17.24,17.24,17.24,17.24,32.78,17.24,17.24,17.02,17.02,17.02,17.24,17.24,17.24,32.78,32.78,32.78,43.15,43.15,43.15,43.15,43.15
6/2/2020,873,17.85,17.99,17.99,17.99,17.99,34.89,17.99,17.99,17.18,17.18,17.18,17.99,17.99,17.99,34.89,34.89,34.89,44.88,44.88,44.88,44.88,44.88
6/2/2020,874,17.81,18.09,18.09,18.09,18.09,28.45,18.09,18.09,17.06,17.06,17.06,18.09,18.09,18.09,36,36,36,43.88,46.63,42.9,45.02,47.8
6/2/2020,875,17.8,18.12,18.12,18.12,18.12,37.53,18.12,18.12,16.96,16.96,16.96,18.12,18.12,18.12,37.53,37.53,37.53,42.28,42.52,42.19,42.38,42.62
6/2/2020,876,17.34,17.92,17.92,17.92,17.92,20.88,17.92,17.92,16.88,16.88,16.88,17.92,17.92,17.92,30.07,30.07,30.07,40.81,40.81,40.81,40.81,40.81
6/2/2020,877,17.16,17.74,17.74,17.74,17.74,22.62,17.74,17.74,16.82,16.82,16.82,17.74,17.74,17.74,30.09,30.09,30.09,39.25,39.25,39.25,39.25,39.25
6/2/2020,878,16.99,17.52,17.52,17.52,17.52,19.94,17.52,17.52,16.8,16.8,16.8,17.52,17.52,17.52,30.07,30.07,30.07,38.01,38.01,38.01,38.01,38.01
6/2/2020,879,17.17,17.58,17.58,17.58,17.58,25.98,17.58,17.58,16.83,16.83,16.83,17.58,17.58,17.58,43.05,43.05,43.05,37.94,37.94,37.94,37.94,37.94
6/2/2020,880,17.51,17.92,17.92,17.92,17.92,26.79,17.92,17.92,16.87,16.87,16.87,17.92,17.92,17.92,26.79,26.79,26.79,38.06,38.06,38.06,38.06,38.06
6/2/2020,881,17.98,18.31,18.31,28.11,28.11,28.11,28.11,28.11,16.96,16.96,16.96,18.31,18.31,18.31,28.11,28.11,28.11,39.09,39.09,39.09,39.09,39.09
6/2/2020,882,18.88,18.41,18.41,44.85,44.85,44.85,44.85,44.85,17.05,17.05,17.05,18.41,18.41,18.41,44.85,44.85,44.85,45.95,44.21,45.95,42.51,45.67
6/2/2020,883,18.92,18.5,18.5,45.71,45.71,45.71,45.71,45.71,17.02,17.02,17.02,18.5,18.5,18.5,45.71,45.71,45.71,46.83,46.83,46.83,46.83,46.83
6/2/2020,884,18.27,18.62,18.62,28.39,28.39,28.39,28.39,28.39,16.96,16.96,16.96,18.62,18.62,18.62,28.39,28.39,28.39,47.21,47.21,47.21,47.21,47.21
6/2/2020,885,17.93,18.68,18.68,20.91,20.91,20.91,33.38,33.38,16.85,16.85,16.85,18.68,18.68,18.68,20.91,20.91,20.91,43.63,43.63,43.63,43.63,43.63
6/2/2020,886,17.91,18.76,18.76,18.76,18.76,18.76,37.98,37.98,16.85,16.85,16.85,18.76,18.76,18.76,20.06,20.06,20.06,37.98,37.98,37.98,37.98,37.98
6/2/2020,887,17.47,18.05,18.05,18.05,18.05,18.05,37.66,37.66,16.67,16.67,16.67,18.05,18.05,18.05,21.22,21.22,21.22,37.66,37.66,37.66,37.66,37.66
6/2/2020,888,16.84,17.4,17.4,17.4,17.4,17.4,33.58,33.58,16.52,16.52,16.52,17.4,17.4,17.4,20.22,20.22,20.22,33.58,33.58,33.58,33.58,33.58
7/2/2020,889,16.25,16.44,16.44,16.44,16.44,16.44,33.32,33.32,16.08,16.08,16.08,16.44,16.44,16.44,26.76,26.76,26.76,33.32,33.32,33.32,33.32,33.32
7/2/2020,890,16.12,16.2,16.2,16.2,16.2,16.2,32.18,32.18,16.03,16.03,16.03,16.2,16.2,16.2,26.7,26.7,26.7,32.18,32.18,32.18,32.18,32.18
7/2/2020,891,16.03,15.99,15.99,15.99,15.99,15.99,28.1,28.1,15.99,15.99,15.99,15.99,15.99,15.99,26.27,26.27,26.27,32.03,30.38,32.03,31.04,28.1
